model,experiment,member,status,missing_variables,ambiguous_variables,tas_path,tas_table,tas_grid,tas_period,rsdt_path,rsdt_table,rsdt_grid,rsdt_period,rlut_path,rlut_table,rlut_grid,rlut_period,rsut_path,rsut_table,rsut_grid,rsut_period
HadGEM3-GC31-LL,piClim-histall,r1i1p1f3,ambiguous,tas,rsdt;rlut;rsut,,,,,./HadGEM3-GC31-LL/piClim-histall/rsdt_Amon_HadGEM3-GC31-LL_piClim-histall_r1i1p1f3_gn_185001-194912.nc;./HadGEM3-GC31-LL/piClim-histall/rsdt_Amon_HadGEM3-GC31-LL_piClim-histall_r1i1p1f3_gn_195001-204912.nc;./HadGEM3-GC31-LL/piClim-histall/rsdt_Amon_HadGEM3-GC31-LL_piClim-histall_r1i1p1f3_gn_205001-209912.nc,Amon;Amon;Amon,gn;gn;gn,185001-194912;195001-204912;205001-209912,./HadGEM3-GC31-LL/piClim-histall/rlut_Amon_HadGEM3-GC31-LL_piClim-histall_r1i1p1f3_gn_185001-194912.nc;./HadGEM3-GC31-LL/piClim-histall/rlut_Amon_HadGEM3-GC31-LL_piClim-histall_r1i1p1f3_gn_195001-204912.nc;./HadGEM3-GC31-LL/piClim-histall/rlut_Amon_HadGEM3-GC31-LL_piClim-histall_r1i1p1f3_gn_205001-209912.nc,Amon;Amon;Amon,gn;gn;gn,185001-194912;195001-204912;205001-209912,./HadGEM3-GC31-LL/piClim-histall/rsut_Amon_HadGEM3-GC31-LL_piClim-histall_r1i1p1f3_gn_185001-194912.nc;./HadGEM3-GC31-LL/piClim-histall/rsut_Amon_HadGEM3-GC31-LL_piClim-histall_r1i1p1f3_gn_195001-204912.nc;./HadGEM3-GC31-LL/piClim-histall/rsut_Amon_HadGEM3-GC31-LL_piClim-histall_r1i1p1f3_gn_205001-209912.nc,Amon;Amon;Amon,gn;gn;gn,185001-194912;195001-204912;205001-209912
HadGEM3-GC31-LL,piClim-histall,r2i1p1f3,ambiguous,tas,rsdt;rlut;rsut,,,,,./HadGEM3-GC31-LL/piClim-histall/rsdt_Amon_HadGEM3-GC31-LL_piClim-histall_r2i1p1f3_gn_185001-194912.nc;./HadGEM3-GC31-LL/piClim-histall/rsdt_Amon_HadGEM3-GC31-LL_piClim-histall_r2i1p1f3_gn_195001-204912.nc;./HadGEM3-GC31-LL/piClim-histall/rsdt_Amon_HadGEM3-GC31-LL_piClim-histall_r2i1p1f3_gn_205001-209912.nc,Amon;Amon;Amon,gn;gn;gn,185001-194912;195001-204912;205001-209912,./HadGEM3-GC31-LL/piClim-histall/rlut_Amon_HadGEM3-GC31-LL_piClim-histall_r2i1p1f3_gn_185001-194912.nc;./HadGEM3-GC31-LL/piClim-histall/rlut_Amon_HadGEM3-GC31-LL_piClim-histall_r2i1p1f3_gn_195001-204912.nc;./HadGEM3-GC31-LL/piClim-histall/rlut_Amon_HadGEM3-GC31-LL_piClim-histall_r2i1p1f3_gn_205001-209912.nc,Amon;Amon;Amon,gn;gn;gn,185001-194912;195001-204912;205001-209912,./HadGEM3-GC31-LL/piClim-histall/rsut_Amon_HadGEM3-GC31-LL_piClim-histall_r2i1p1f3_gn_185001-194912.nc;./HadGEM3-GC31-LL/piClim-histall/rsut_Amon_HadGEM3-GC31-LL_piClim-histall_r2i1p1f3_gn_195001-204912.nc;./HadGEM3-GC31-LL/piClim-histall/rsut_Amon_HadGEM3-GC31-LL_piClim-histall_r2i1p1f3_gn_205001-209912.nc,Amon;Amon;Amon,gn;gn;gn,185001-194912;195001-204912;205001-209912
HadGEM3-GC31-LL,piClim-histall,r3i1p1f3,ambiguous,tas,rsdt;rlut;rsut,,,,,./HadGEM3-GC31-LL/piClim-histall/rsdt_Amon_HadGEM3-GC31-LL_piClim-histall_r3i1p1f3_gn_185001-194912.nc;./HadGEM3-GC31-LL/piClim-histall/rsdt_Amon_HadGEM3-GC31-LL_piClim-histall_r3i1p1f3_gn_195001-204912.nc;./HadGEM3-GC31-LL/piClim-histall/rsdt_Amon_HadGEM3-GC31-LL_piClim-histall_r3i1p1f3_gn_205001-209912.nc,Amon;Amon;Amon,gn;gn;gn,185001-194912;195001-204912;205001-209912,./HadGEM3-GC31-LL/piClim-histall/rlut_Amon_HadGEM3-GC31-LL_piClim-histall_r3i1p1f3_gn_185001-194912.nc;./HadGEM3-GC31-LL/piClim-histall/rlut_Amon_HadGEM3-GC31-LL_piClim-histall_r3i1p1f3_gn_195001-204912.nc;./HadGEM3-GC31-LL/piClim-histall/rlut_Amon_HadGEM3-GC31-LL_piClim-histall_r3i1p1f3_gn_205001-209912.nc,Amon;Amon;Amon,gn;gn;gn,185001-194912;195001-204912;205001-209912,./HadGEM3-GC31-LL/piClim-histall/rsut_Amon_HadGEM3-GC31-LL_piClim-histall_r3i1p1f3_gn_185001-194912.nc;./HadGEM3-GC31-LL/piClim-histall/rsut_Amon_HadGEM3-GC31-LL_piClim-histall_r3i1p1f3_gn_195001-204912.nc;./HadGEM3-GC31-LL/piClim-histall/rsut_Amon_HadGEM3-GC31-LL_piClim-histall_r3i1p1f3_gn_205001-209912.nc,Amon;Amon;Amon,gn;gn;gn,185001-194912;195001-204912;205001-209912
HadGEM3-GC31-LL,ssp245,r11i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r11i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r11i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r11i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r11i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r12i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r12i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r12i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r12i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r12i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r13i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r13i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r13i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r13i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r13i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r14i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r14i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r14i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r14i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r14i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r15i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r15i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r15i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r15i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r15i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r16i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r16i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r16i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r16i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r16i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r17i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r17i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r17i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r17i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r17i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r18i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r18i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r18i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r18i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r18i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r19i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r19i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r19i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r19i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r19i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r1i1p1f3,ambiguous,,tas;rsdt;rlut;rsut,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_201501-204912.nc;./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_205001-210012.nc,Amon;Amon,gn;gn,201501-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_201501-204912.nc;./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_205001-210012.nc,Amon;Amon,gn;gn,201501-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_201501-204912.nc;./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_205001-210012.nc,Amon;Amon,gn;gn,201501-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_201501-204912.nc;./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r1i1p1f3_gn_205001-210012.nc,Amon;Amon,gn;gn,201501-204912;205001-210012
HadGEM3-GC31-LL,ssp245,r20i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r20i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r20i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r20i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r20i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r21i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r21i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r21i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r21i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r21i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r22i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r22i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r22i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r22i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r22i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r23i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r23i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r23i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r23i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r23i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r24i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r24i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r24i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r24i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r24i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r25i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r25i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r25i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r25i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r25i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r26i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r26i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r26i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r26i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r26i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r27i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r27i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r27i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r27i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r27i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r28i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r28i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r28i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r28i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r28i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r29i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r29i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r29i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r29i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r29i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r2i1p1f3,ambiguous,,tas;rsdt;rlut;rsut,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_201501-202012.nc;./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_202101-204912.nc;./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r2i1p1f3_gn_205001-210012.nc,Amon;Amon;Amon,gn;gn;gn,201501-202012;202101-204912;205001-210012
HadGEM3-GC31-LL,ssp245,r30i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r30i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r30i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r30i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r30i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r31i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r31i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r31i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r31i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r31i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r32i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r32i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r32i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r32i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r32i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r33i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r33i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r33i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r33i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r33i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r34i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r34i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r34i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r34i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r34i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r35i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r35i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r35i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r35i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r35i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r36i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r36i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r36i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r36i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r36i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
HadGEM3-GC31-LL,ssp245,r37i1p1f3,complete,,,./HadGEM3-GC31-LL/ssp245/tas_Amon_HadGEM3-GC31-LL_ssp245_r37i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsdt_Amon_HadGEM3-GC31-LL_ssp245_r37i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rlut_Amon_HadGEM3-GC31-LL_ssp245_r37i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012,./HadGEM3-GC31-LL/ssp245/rsut_Amon_HadGEM3-GC31-LL_ssp245_r37i1p1f3_gn_201501-202012.nc,Amon,gn,201501-202012
